id,date,text,zero_shot_label,zero_shot_score
M P,3/19/2022,"The additional boards lunar, haunted hills, etc are bugged. If you select get married, it doesn't acknowledge it and you stay single. The game is different from the original and gives no points for spouse/kids and has few buy house squares. It's not worth buying it and bugged.",Gameplay and Controls,0.2509141266345978
Alex La Guidara,11/28/2020,The Map itself is very good I love the getting married bit. The quality is fantastic the only thing I don't like is the spinner it's not that random and sometimes I always through the entire board get low numbers. But the rest is good,Graphics and Visual Quality,0.3455149233341217
Irene,9/19/2023,"This game, though I love it, makes my phone get super hot after just a few minutes of play. Yes I have tried to not hold the part that gets hot. I have loads of storage on my phone.",Gameplay and Controls,0.5299519300460815
Mel,7/1/2022,Great classic game with pretty good graphics. A little different storyline which was cool along with some different options than we've seen from the game of life in the past.,Graphics and Visual Quality,0.7668006420135498
Pamela Williams,3/22/2021,Love this game!!! Lots if fun short animations. Great game play. Wish there was an option to make the game longer such as a spinner wheel with numbers 1-5 and each number is two slots wide. But still love the game.,Content and Length,0.4783190190792084
Shaun Campbell,2/6/2022,"Similar to the original but better animation, the prices at full price are similar to the original aswell, it the same game as is on Steam but at a reduced base price £3.49 Android and £9.99 PC (on limited sale of around £1.49 till 23:59 6th February), the Season Pass however at full price is the same as the PC version at around £24.99 (on limited sale of £17.49 til 23:59 6th February) and the DLC are the same full price of £5.99 each as PC. Good job I like it so I spent the money getting it.",Graphics and Visual Quality,0.5215399861335754
steve carr,8/12/2020,"Great game, needs work. Game freezes about every third or fourth game forcing a restart. Otherwise it's a great way to spend some time.",Value for Money,0.46960410475730896
BlueSoul •,8/17/2021,"Thanks so much to those leaving a review. Almost bought it then I looked at the reviews. I cant believe that stuff doesnt come included. It's in photos and I wish somewhere it would say those are add ons you can buy. Also the comments from the dev's are so weird. Everyone who loves the game gets a ""thanks so much, come message us with feedback"" and those who say issues and suggestions with a negative review kinda get brushed aside with the dev's replying. So weird.",Value for Money,0.30361583828926086
Kyle Corden,11/11/2022,Need to make the rolls more random. Here's how you cheat...low high low high low high. Pick a low number then a high number u get ones and twos every time with a soft spin. Doesn't even make the game fun anymore 3 house 10 of each life skill. Just stupid.,Gameplay and Controls,0.47196969389915466
Allie Ferguson,7/16/2020,"It's a fun game, but with the length of the board, it can be very short and hard to achieve goals. If you spin higher than a 5, you will mostly likely skip through the majority of a section. I have yet to buy a house and have a child in the same game. Most games I am not even able to do either.",Gameplay and Controls,0.4311807155609131
Johnny Gonzalez,12/8/2021,"This game for what it is I would say is perfect. Simple bord game with fun twist and turns and all the nostalgia you could want. I love it, me and my wife play from time to time its great, well worth the money. Thank you to the creators very fun game.",Value for Money,0.939368724822998
lilladyo2cute,1/3/2021,The game freezes sometimes. I hate that i paid for an app that you have to pay to get all the boards. You should be able to unlock new worlds by completing all the puzzles in a collection. What are the collections for besides items?,Gameplay and Controls,0.2567134499549866
Andrew Bell,11/27/2022,"For only $15 bucks, you can buy so many cool maps and all the new maps that are coming out. The only bad problem is that all the maps are the same thing, just different pictures.",Value for Money,0.8231037855148315
Rachael Hill,2/18/2021,"Like the game but it keeps freezing up and I have to close it out and then open it again for it to work. It just happened at the end of the game and I wasn't able to see who won. A little aggravating. Other than that, I really do like the app. Its fun.",Gameplay and Controls,0.2944876551628113
Elizabeth Gerster,2/6/2021,"It's really fun with how many options you have and I love that I get to invite friends and play in real time. My only complaint is the board seems so small, I wish the games lasted longer.",Content and Length,0.32957711815834045
Joel Prange,7/27/2020,"I love that there is more strategy now. The first version was mindless: go to college, family route, get lucky. Now you actually have to make choices on what to persue. But (and i think im in the minority here so im fine with it) i wish games were longer, like the first version.",Content and Length,0.54152911901474
Andrea Frances Taylor,8/14/2022,"Better than the first GOL! I can't see the avatar or pictures to small n busy on the GOL1 app, playable but graphics and games are stressful I think ... this game has no mini games either just life decisions n spin wheel deciders ... More child friendly which suits this 47 year old just fine 🤭 enjoy",Graphics and Visual Quality,0.6947841644287109
Little Tree,3/28/2022,Ummm you're telling me I paid to get this game and it comes with one map to play on. DONT BUY THIS ITS JUST A CASH GRAB. They'll only ask you for more money so you can further enjoy the game. When in reality we should have enough to enjoy the game with just our initial purchase.,Value for Money,0.4606732428073883
G M,7/31/2020,This is fun and charming. I like this updated version a lot. I'd give it five stars if it didn't always say 'unable to connect to the store'... I'm trying to give you my money to have an outfit for my little gamepiece and you don't even want it...,Value for Money,0.4184756278991699
Samuel Ruiz,4/16/2022,It a great game but sometime my purchases don't apear for example I have bought the maps age of giants and lunar age some times one is playable and the other is not and it tells me that I need to repurchase the map. When I have bought both.,Gameplay and Controls,0.29054924845695496
ron gerhart,10/21/2020,"The game has improved in stability, but it gets boring fast unless your willing to spend money to get add ons. I find that Part messed up since you have to spend money on the game then money on add ons.",Value for Money,0.4932141900062561
Andrew Koeppel,1/20/2021,The game is ruined if one person decides not to take their turn. There's no way to communicate with other players. It's a game of pure luck no skill involved. There are no new levels it's always the same one unless you want to pay extra.,Gameplay and Controls,0.3127785325050354
Yong hwee TAN,11/22/2021,Game play is good but it was really disappointing to know that we have to pay for additional maps and feels like it's way overprice. Even more expensive then purchasing the apps itself.,Gameplay and Controls,0.5401665568351746
Megan Gettens,7/10/2021,"The game is amusement enough, however after paying for the game you are then expected to purchase further in app expenses. What's worst, is that I paid for the season pass to access all extra content, to play with my daughter using family library, but the extra content didn't carry over to her game and was hence an absolute waste of money.",Value for Money,0.4593673050403595
Jordan M,2/12/2021,"I'm 36 and have never plaid Game of Life before and it's so much fun! The graphics are great and fun, and it's easy to navigate. I hope the developer makes more games. I'm loving everything they come up with.",Graphics and Visual Quality,0.7543792724609375
Gary “TheGuru423” Lee,9/11/2020,Not one single complaint!!!! Thank you so much! Although I'm sure everyone will agree when I say this; We'd all be extremely gratuitous and also more inclined to purchase the other various content if you'd give us more than the basics on a new game we purchased!,Value for Money,0.3702710270881653
zuka kog,7/25/2021,"Don't bother with the expansions, as they're just board skins but don't add any new mechanics or even flavor cards! For example, on the fantasy board, I still had the option to go to regular college and be an app developer. Why not let me go to a guild and be a wizard or something. Why have a bowling match instead of archery? Too bad we can't refund IAP's.",Value for Money,0.3096943795681
Jay Dautel,12/26/2020,idk if I just have the worst luck or what but the game feels really loaded in the ai's favor compared to the first one. Everytime you need the spinner for something it never gives you a chance to win. I have yet to get anything above 3rd place.,Value for Money,0.27738720178604126
Lauryn Harper,7/31/2020,"This was a good game until today. When I tried to open the app, the only thing I see is a brown screen. I have waited for about 15 minutes to see if it's just slow, I have also made more room in my storage to make sure if it needed to update it could. It obviously does not. I have paid money for this game and would like it to work.",Value for Money,0.5028449892997742
James Sweezy,7/15/2020,Fun spin on the game. I do wish I could skip or at least lock in the x5 button when playing against CPU players so i didn't have to spend a tremendous amount of time watching their moves.,Gameplay and Controls,0.35055768489837646
Ashleigh Kilburn,8/30/2020,Im giving 2 stars.. 1 for the choices you can make.. i think thats cool. And 2 for the car changing as your family grows .. thsts cool.. but .. there should be a STOP .. get married for after u choose to be single for a while.. and u should still be able to stay single if u want.. why is this game sooo short.. when we paid for it.. this app should have been free.. and finally why isn't there a STOP to buy a house ? I have played this game on my smartphone and im disappointed and bord already ..,Gameplay and Controls,0.44397929310798645
Joana Villalobos,1/15/2021,Really fun. I like this game a lot. One of the best features is that you can play with friends using just one phone (pasing it over) or the option to play online with them. Solo play available to. Great game so far.,Value for Money,0.37713515758514404
Krys W,11/9/2020,"Booooooo! I purchased this game for what? This should have been a free game. There's nothing special about this game for it to cost. There's free games with better graphics, better game play, better every thing. But that's my bad for thinking I was going to get more out of this because I paid for it. And to add insult to injury, they provide a generic response to the other reviews about their pricing that never addresses the complaint. Don't waste your money here.",Value for Money,0.3923148214817047
Steven Spears,1/26/2022,The spins are predetermined once you start 1 player will have abnormal high spin average while another would have abnormal low spins. I don't don't like playing rigged games.I don't care if I have the advantage or not it takes the whole fun out of the game.,Gameplay and Controls,0.21047835052013397
Ithinkimasofa,3/31/2021,Super fun game. Upgrade to the original. Not sure any of the expansions are worth it as the core board is great. 5 bucks+ for a new board that doesn't bring enough change isn't a good value. But the main game itself is great,Value for Money,0.7386268973350525
Rebecca Havko,11/26/2020,"You're wasting money if you buy this game. Every spin I made was terrible. Every time fate got to decide, I paid taxes. Every challenge against the ai, I lost, and they chose me for every challenge. Every time I got the slightest bit ahead in cash, I landed on taxes. I thought this would be fun and relaxing, but instead I feel angry and cheated. If you want to play life, buy the board game. At least then the computers can't cheat and you have a chance of having fun.",Value for Money,0.4604760408401489
Caleb Perera,8/20/2021,"Multiplayer is better in the original GOL. In this one you can only invite friends and play with AI. In the original, you can invite a friend then search for other random people.",Gameplay and Controls,0.3817836344242096
Jordan Hanger,10/15/2023,It's better then the bord game itsself I love this one is way better,Value for Money,0.43184909224510193
iloveheltondog23,11/13/2020,"Not worth it, I knew I would only be able to play one map because I own their first game. However this map is shorter then the first game but seems longer because it is more boring then the map from their first game... don't waste your money you will get bored halfway through the first game",Content and Length,0.6466178894042969
GR3G J0N0,7/18/2020,"It's an entertaining game, it's not exactly making full use of its potential though. I was hoping the update would have resulted in it being a better educational tool for my teenage boys. It does a good job of making the choices availible fun and provoking some thought... But there's so much more it could do!",Gameplay and Controls,0.29605865478515625
Trent Rabe,7/24/2020,I would rate this higher. But with the lack of clock or timeout for players who take too long. Is unacceptable. When players take over 5 minutes to take their turn. It really makes you not want to come back.,Value for Money,0.3407135605812073
Chelsea Cooper,7/17/2020,"It is a very fun addition to Life, the original game. There are definitely more advances with marriages, colleges, fate, and even owning two homes! Great Job! Now I wish there was a physical board game like this one!",Gameplay and Controls,0.3097594976425171
NATASHA S BATHGATE,8/22/2020,"Brilliant game to play for all ages. Easy to understand the importance of the game. There their's no competition, just great fun. I like the colour and the grafic.",Graphics and Visual Quality,0.8059520721435547
Kayla Rudder,3/28/2022,"I love this game, my old issue I've been having is trying to play with friends we keep getting and invalid code error. I've tried with 5 different people as well as updating the game, wifi and nothing is working so pretty sad.",Gameplay and Controls,0.2500659227371216
Emily,7/22/2020,Wonderful game I like how the changed the game and the game is very inclusive allowing purple option opposed the original pink vs blue. Also allow pets or children doesn't force you to have children. Very affordable and enjoyable. I have always enjoyed The Game of Life and will continue to.,Value for Money,0.9215899705886841
Bobbi Sue Shaffer,9/1/2020,"Fine if ur okay only playing a second. What I mean is there are 4 players, u are 1 of 4. So for 3 rounds u r just sitting and waiting to go. U don't even move ur player the steps to the next spot on the board bc 90% of the game is all the ""computer"". When it is ur turn u press one button to ""roll the dice/draw your card"" then the computer give u an option of 2 outcomes. I.e. get married or stay single, get further education and pay raise or get a new job. You don't get to play/participate more",Gameplay and Controls,0.42838773131370544
Daria Lee,10/31/2021,Have to pay for the game and also pay for the other boards in game. I only got low numbers unless I was less than 5 spaces away from a STOP. I played 3 games and was last each time because I never got more than a 5. Happy it was only $1 something but definitely a waste. Don't ask for money to pay for the app if it's not even a good app.,Value for Money,0.650905966758728
Sebastian Simmons,7/26/2020,Great game. Fun for the family or a good time killer for yourself. Worth the purchase. Would give 5 stars if it was more polished and there was more customizable options including naming the players.,Value for Money,0.7958835959434509
Cori C (Blessedmom89),4/25/2022,It would be nice if the game would freaking would actually work. I bough the game and one of the other map packs and the stupid game never wants to work. Dont purchase if you dont want to waste money. You've been warned.,Value for Money,0.5250378847122192
Really Bad Channel,9/29/2021,"I contacted both google play and this games email to attempt to get my refund and both of them have refused, i sent the request literally 14 minutes after purchasing and getting into the game only to see it was VERY laggy and unplayable because of it. i got out and sent the request only to be denied multiple times.",Gameplay and Controls,0.3789188265800476
Courtney Jarmon,10/20/2020,Not bad at all. Just wish you didn't have to pay to change board worlds/backgrounds. I wish there were more worlds that you could open after completing all of the goals in the first worlds.,Value for Money,0.4709894359111786
Lisa Hazell,8/19/2020,The game itself is fine.. But online is awful. There is no timer so I have spent half an hour this morning waiting for someone to take their go and eventually given up. What is the point in playing when you can't finish a game.,Value for Money,0.31560245156288147
Crystal Straub,11/20/2020,Wouldn't have bought had I know that you have to buy more in game options to have any fun with it. People often quit before you can ever finish a game. Don't recommend at all.,Value for Money,0.48934000730514526
Derick Fox,6/7/2023,I love the game of life so i bought this game and I thought you get all the maps and costumes when you buy the game but its seperate maps that cost 12 dollors and costume packs that cost 7 to 8 each and theres at least 8 maps and 8 costume packs so its over 100 dollors or more for the full game dont buy this game its a waste of money and google play store wont refund it because it dosent meet there polices.,Value for Money,0.553371787071228
Clearly Wise,6/5/2022,Really thought you got more than one board to play on for the price. I get more enjoyment from free games. Don't waste your money on the graphics not worth it!,Value for Money,0.6003469824790955
Jake Gavinlee,2/18/2022,Love the game think it's amazing to play love the themes and things that you can buy the only thing I don't like is when someone leaves the computer carrys on its a bit unfair to play against because they get everything but apart from that 100% would recommend playing me and the wife love it,Value for Money,0.4957551062107086
Saskia Black,5/24/2023,Purchased but couldnt install. The suggestions were to quit and open googleplay again which I did but it didnt work. The next suggestion was to restart my phone but that didnt help either. As a result though theres no option of a refund anymore. So I paid for a game that I cant install. How can I get a refund?,Value for Money,0.42332056164741516
Charles Hobbs,7/3/2022,It's a fun game but you have to spend a lot of money just to play on a different map. If you bought all the maps you be spending at least an extra 40 to 50 dollars. I think that's a little much for a paid app. I will get a refund if I could but I'm stuck with it so I'll play it when I get bored.,Value for Money,0.5588124394416809
B V,12/9/2020,"It would be 5 stars if there wasn't anymore in game purchases. You already have to pay for the app itself... Give those who buy the app everything else free. If the game was free, then in-game purchases would make more sense. It's just dumb.",Value for Money,0.7311755418777466
Kiana Lee,12/16/2021,Really fun game if you buy all the boards. Each board is so unique and an excellent twist on the original board game. All the fun outfits and cars you can unlock. I really love it.,Value for Money,0.5133056044578552
Stephanie Travous,7/29/2023,I was unhappy with it. You have buy too many maps.. or outfits and it just didn't feel like a true game of life to me. I want my money back.,Value for Money,0.360460102558136
karthikeyan c,9/11/2020,Game crashes quite often especially in x5 speed mode. Graphics looks good. And for eg - if you roll 8 and stop location is reached in 5 spaces then the remaining 3 spaces are not counted.,Graphics and Visual Quality,0.5844690203666687
Jayla Downs,1/13/2022,When I play online with my friends the game glitches and give one player multiple turns. Plus skips everyone else turns. Hopefully you guys can fix this soon other than that I love the game,Gameplay and Controls,0.32594481110572815
Loc Nguyen,3/10/2021,It's a fresh take on a classic. I loved this game as a kid and am thrilled and thankful to play this contemporary version with my daughter. Recombining smart phones and tablets with classic and timeless games is a winning combination. Great family game!,Gameplay and Controls,0.2653907835483551
Heather Morrison,7/29/2020,"Why do the players not start with the same amount of money? I started one game with $90k, not even enough to go to college without having to take a loan right off the bat, another game someone started with $340k!! Also the crowns should be shared if you have the same number of attributes as another player(s)",Value for Money,0.45316824316978455
Brittany M,1/30/2022,"I noticed this game will freeze when I fast forward while playing with the computers. When the app and come back, the game is no longer there.",Gameplay and Controls,0.33342283964157104
Kaila Watson,1/5/2022,"Really like this game, love playing with family. The only thing I miss is the original Game of Life on the computer, where the funny sayings and cute cartoons things, now that is a version I would buy over and over again!",Graphics and Visual Quality,0.20217186212539673
DurfTheJuggaloWhoopWhoop,1/20/2023,Great fun gameplay. Love the social aspect. It's nice to communicate with other players. Had an issue but customer service was on top of it. Top notch customer service. Will definitely be checking out other games by Marmalade.,Value for Money,0.5269818305969238
Shaf “Big Moh” Mohammed,3/11/2023,"Enjoyable and brings back memories of the board game. Time has moved on and so has the game so obviously there is a change in the game play. That said, whether you're playing solo or with friends, killing time or having fun, it's still an enjoyable experience",Gameplay and Controls,0.35389837622642517
john wade,7/19/2020,Great game with lovely graphics. However I've just purchased the Fairytale World to play online with my partner. We share the game via our family library but she doesn't have the new board on her screen. Surely she doesn't have to purchase the add on too??,Graphics and Visual Quality,0.6312774419784546
Vanessa Dionisio,2/6/2023,Really sick and tired of this game...one..you literally have to purchase..with cash.. everything other than the original gameboard..two...it constantly glitches!!..I literally got stuck playing a game that only let me spin 1 over and over again...three...how's come I literally have a millisecond to act on my turn...but I need to sit there for 10 mins waiting for other players?..what a gyp!!!!!,Gameplay and Controls,0.680164098739624
Meme Davis,7/26/2022,I enjoy this game and so do my kids it's nothing like having a board game that's mess 🆓 the only thing I don't like about it is the other worlds are a bit much it's as if you're buying the same game but with a different look I'm not sure if it's worth it but the actual game in it's self is fun and nice to play with mostly all ages that can read of course,Graphics and Visual Quality,0.4263804852962494
James Van cliff,5/30/2022,First time playing one of these game and i have to say i love it but the there is prices for other boards and i said how if i buy a game should have the full game but to tell the truth i have actually bought space boards and some other bits like cars and people i see myself buying all of this in small chunks as the environment are nice and each board have mission and i pkayed online such a great game im uping my 4 stars to a 5 stars im hooked to your game play every single day and night.,Gameplay and Controls,0.3636482059955597
christopher bozowskyi,11/26/2023,Always love this game since I was little,Gameplay and Controls,0.3200919032096863
TheGreat Bambino,11/25/2023,"Trash board is too short, bring back classic life not this pathetic excuse",Content and Length,0.5517964363098145
Tabitha Skogen,7/24/2023,Very good game just like the game of knife one of my favorite board games of all time and definetly can rate this game a 5 star game,Value for Money,0.37034571170806885
Mach Multiple,7/23/2023,"Store said ""find happiness"", I looked all over and couldnt find it. Depressed.",Value for Money,0.2696279287338257
Gavin Pearson,10/6/2023,Game won't even download. I don't even know what's wrong with the app.,Value for Money,0.23170126974582672
Joe,1/13/2023,Can be kind of slow. Monopoly allows you to change the rules this one does not. Kind of a high price for shallow build. Also very woke which is a significant detractor from the game.,Value for Money,0.3745591640472412
Diana Bell,8/3/2020,Game freezes constantly I have yet to play a round of just vs computer without a total freeze and restart need to pay for any type of upgrade. Not worth it,Value for Money,0.7057240009307861
Devin Benson,9/1/2020,"The graphics are so cute and the gameplay is nice, but the jobs are repetitious. There isn't a lot of choices job wise.",Gameplay and Controls,0.3946376442909241
daphne Picklesimer,9/12/2020,It's an okay game could look more realistic other than it being stick people gameplay could be more fun with more ways to win like mini games etc vs it being just straight shot & finished from the start,Graphics and Visual Quality,0.7703918218612671
Josh Osborne,7/1/2023,Great game although it takes a while to complete it's worth it,Value for Money,0.7859789133071899
Hannah Wethern,12/17/2020,My whole family download this and we can't play with each other. We put in the codes but nothing. We got this game to play with everyone but we can't. I also wish thier was ways to open new lands without buying. It be cool if you could win them.,Gameplay and Controls,0.3008098602294922
Elsie Burgess,3/8/2023,Paid $3.99 for the game which was fine..my fave from childhood..did all 48 challenges for the classic pack thinking it would open the next world..but NOPE you just run out of challenges..another $4.99 PER additional level..kind of a rip off. Undownloaded..really disappointed..,Content and Length,0.3422697186470032
Whitney Kemp,7/17/2020,"Not worth the price It has so much potential but disappointing graphics, lack of variety and a seemingly very short game board, after 2 games I'm done and want a refund. Such a let down",Graphics and Visual Quality,0.7213862538337708
Daniel White,3/6/2022,Super fun! Love the different ways to play and the animations are very high quality. Very fun way to kill time with the family!,Graphics and Visual Quality,0.29954084753990173
TheUnnamed Google User,3/22/2021,"I played this for a good hour not too long after installing and I had a lot of fun. I haven't had any problems with it as some of the other reviews mentioned, but I know it's early days yet and that will probably occur in one form or another. Thus far it's very much like the original game, great graphics and a fun time.",Graphics and Visual Quality,0.6029404401779175
Enya (Enya),9/10/2020,"This game constantly freezes.. very boring, limited choices, charges way too much money. I refunded as its to expensive for what it is. Play with bots you hardly play at all.",Gameplay and Controls,0.44378340244293213
DoughBender,5/27/2021,"It was good for like 2 games. Then it becomes a boring waste of time. You roll the dice, choose between dull choices, then wait 5 minutes to do it all again. For a game that involves winning, winning a game feels more like a failure. ""Yay I got more points than these sad players."" And it you might not even be playing with real players. You play with bots(it s easy to know because the name is (adjective)(random name)(numbers). Waste of money. 1/10 A refund would be nice.",Gameplay and Controls,0.3004169762134552
Kelsey Longabaugh,8/26/2020,Save your money. Have to purchase 2nd world for 5$ despite completing all side tasks. Redundant game play. I dont mind spending a bit of money on a fun game but I cant see how it would be worth it here.,Value for Money,0.6219409704208374
David,7/19/2020,"This game is a giant improvement from the first, I wish however there was more of a variety to which careers you could choose, and the salaries. Also, maybe add RNG to the layout of the board.",Gameplay and Controls,0.34456056356430054
Amanda Chin,11/9/2021,"Game freezes and/or lags here and there on occasion. It's very annoying and frustrating. Other than that, it's also very challenging to win games.",Content and Length,0.2435569018125534
Veritas,10/3/2021,"Excellent game, only taking off 1 star for the fact everything is a micro transaction except the basic board and a few outfits. Little disappointing but otherwise the game is very fun.",Value for Money,0.6676364541053772
MVX 11V,9/20/2020,"Just like real life... Everyone else has busy turns, making the green for what seems like no reason and I get a 2 and pay taxes. Uncanny. I finish last and end up winning at life, so there's hope yet!",Content and Length,0.264228492975235
Taylen Moodley,1/7/2021,"Really great and we'll Optimized, I didn't see any ads ND the graphics are great, the colors really pop and the game is super easy to use and fun to play",Graphics and Visual Quality,0.7220660448074341
John,8/17/2020,Fun game! Just wish it was longer. Game of Life board games are known to take around 30 mins. I know a mobile game should be quick but a couple more spaces would have been nice to feel like a full game. Goes too quickly for me.,Content and Length,0.6873148083686829
Brandon Tobin,5/16/2021,Paid dlc are you serious? 60 dollars? A couple board themes don't pass when asking that much. 10 dollars per dlc pack for a few cosmetic items on a digital board game. They're diluted. 2-5 dollars a pack =12-30 dollars for all dlc. More reasonable. Games trash for being cash grab like that.,Value for Money,0.49652573466300964
Jan Itor,5/31/2022,One tiny board so small that if you blink you'll miss it is all you get with purchase. Rest of the game is locked away behind $30-60 of additional purchases.,Value for Money,0.46726372838020325
Whitney Simmons,9/16/2020,"This is a really cool game. My favorite part about it, is that it has a ""pass and play"" option, where I can play with my siblings. My only complaint, is that you can't name/rename characters. So my siblings are just 2, 3, and 4, when we play.",Gameplay and Controls,0.33907121419906616
Samantha,7/15/2020,Very well done.. engaging and different.. One thing I do enjoy is all of the options you have during the game. Graphics are very well done as well.,Graphics and Visual Quality,0.7132924795150757
kristal bridges,4/22/2023,I love the game!! I have road trip and Life 2!! I would like to know if the other worlds open once you've completed all the puzzle pieces in one world!? I hope I don't have to buy them!,Value for Money,0.36284318566322327
Shawna Hampeys,6/21/2022,"Love playing this game. Paid for the VIP and was expecting a new board in June. Have yet to see it as of June 18th. Hopefully it will show up. Running out of collectibles to get, which is the best part of the game. Thanks for the reply.",Value for Money,0.3963713049888611
Crystal B,7/15/2020,Its a very good game I love the options it gives but I do have some suggestions Putting a spin button for easier spinning When pushing the fast forward for other players keep it on until tuened off Able to change name,Gameplay and Controls,0.5493232011795044
Kristianna Rodgers,10/15/2021,This is not really the game of life more like the game of greed. Getting married and having kids or pets is for fun and useless. It's all about money and buying houses. You should have it like the actual game. Where kids cost so much and pets half.,Value for Money,0.4072490334510803
Tori Lynne,3/21/2021,I LOVE the original and I love this one! The extra options are so cool and open minded. It's a really fun game and I will keep playing both 😍 I've had the original app since 2012 and just realized this version existed. I'm so happy with it so far!,Gameplay and Controls,0.24906279146671295
Michael Sooy,6/30/2022,"Great game however, There is a few bugs like it freezing when your online. I think you should be able to get a pet and a kid but overall great game.",Value for Money,0.6199074387550354
Cassie Dean,5/27/2021,"Love the game, although it is a bit long winded and my games keep crashing right at the end when the scores come through which is really frustrating!",Content and Length,0.7544997930526733
Brandon Botner,7/16/2020,"I have only played one game so far. It is beyond Beautiful. I love all the add ons and things you can do. So excited to see all the new maps they make. If they bring this game to Steam on the PC, I will be most happy and get the game for a few friends to all play together. I have high hope for this.",Graphics and Visual Quality,0.6176642775535583
shawn kim,7/11/2021,It's very SLOW and Freeze A LOTS in middle of the Game. I have to restart a Whole LOT. And lost ALL my Accomplishments and my Purchase stages. I don't know if I can get my REFUNDS or NOT. This Game is Not WORTH Your money and Times. .,Value for Money,0.4962042272090912
Christina Nunn,3/22/2022,"I love the actual game, but it quits in the middle of a game and makes me start over where I left off... this happens several times per game (2-7 times!)!!!!!!!!!!",Content and Length,0.3420640528202057
Blake Paterson,7/19/2020,"You would think paying $6 for a fantasy board would mean everything was fantasy, none of the action cards are changed and the college and wedding scenes aren't different. It's a shame, and I think you all should avoid buying it. It's disgraceful that Hasbro wouldn't take the time to fully change a $6 board. Lazy thieves.",Value for Money,0.2173776924610138
Joe Overbey,10/4/2021,"Another new and updated review, over a year later: went to play the game with my wife except the online options for me are all greyed out. Can't click on them or anything. So disappointed to have spent money to be not allowed to play.",Value for Money,0.23056714236736298
Jim Dudley,3/25/2021,Love the game. Had an account problem which re-installing didn't fix. Contacted Marmalade support. They responded quickly and fixed the issue. Great service for a great product!,Value for Money,0.880767285823822
Austin Bladel,9/19/2021,My wife and I use this to pass time in many ways. We get a kick out of playing the traditional life games anywhere we are. We have waited in long lines and played this game because it's so easy to use and fun. There's so many choices to pick from. I don't normally write reviews but when this one popped up asking me to write one I decided it was worth it. You definitely won't be bored with this game,Gameplay and Controls,0.3152371942996979
Angela Lang,10/6/2021,I think this game is double fudge store because me and my granddaughter every single Disney playlist day in the car because it's really fun to play and I think it makes us spend more time together so this is why it doesn't fire strong on and also I get to play all the weather book and so my family so he's gone so like it's really good,Value for Money,0.48740458488464355
Jessica Nottingham,11/21/2020,"It was okay. For $3.99, I expected there to be a lot more things you can do. I was disappointed that the other boards in the game were another $3.99 each. Also, game kept freezing pretty bad.",Value for Money,0.5900651216506958
Falling Starz,11/6/2021,"Love all the different board game options, also the different play options, i like that i can play with different users besides bots and the character outfits are pretty cheap.",Value for Money,0.6953177452087402
SaraRae Webb,9/16/2020,The only thing that would make this better is to be able to invite friends to a room and also be able to add bots or random online players. You can do any of the 3 but not at the same time.,Content and Length,0.22382700443267822
Lindsey Brodie,7/11/2021,"Game is ok. Purchased season pass thinking that if I host the game all members in it would see the new maps I selected, but this was not the case. Therefore wouldn't recommend buying the extra maps, not worth the money.",Value for Money,0.7921183705329895
Reid F,2/1/2022,"Game is remarkably glitchy when in the 5X speed mode, extra maps shouldn't be behind the pay wall. Maps, collectibles, etc. should be your incentive to keep playing.",Value for Money,0.6138092279434204
pit fiddelaers,2/6/2022,"I'm in the middle of a game with friends and the app just crashes. no way possible to join the game again.. the game overall is underdeveloped, and not worth the money in this state unfortunately",Value for Money,0.7916538119316101
Kevin Dlst,8/11/2020,"i thought i bought a full game, there's more 'Worlds' or simply maps to unlock; the only way to unlock is to buy again. not to mention there's this Seasonal Pass which is like what the heck i just bought for? for more buys? your trailers not telling me that there's still more buys inside the game, all i know i just bought a game and it's not full. what a shame, i wanna refund",Content and Length,0.4551223814487457
Mason Bull,12/21/2022,"Fun game to play when feeling board on a long drive, train, airplane etc. However, the game may be annoying depending on how big your screen Is.",Gameplay and Controls,0.4950794279575348
Emma turbo,11/20/2020,I wish there was a longer game option like a lot longer. Like for 4 bucks it seems like way overpriced like it almost seems like a trial version like the short version you don't have to pay for. I'm okay that there is in game purchases put like this game was way too short.,Content and Length,0.6328073740005493
Terrence Huebner,5/7/2022,"My kid payed $3 dollars for this game to play with his friends but the ""online"" and ""play with friends"" option is greyed out. Emailing the developers bounces back an email saying that the ""contact us"" email doesn't exist....... So far, very disappointed. No stars",Value for Money,0.5611739158630371
DrunkPauloCosta,9/28/2021,Screw everyone who gave this a good review. Its literally basic and shorter than the other one and instead of making longer versions of the game for 2 players ect its just basically game of life but somehow less fun than number 1. Like what the hell how this got to be an official squel upsets me and i wasted 7 bucks.,Content and Length,0.5445953607559204
Josh Harwood,3/28/2021,"Summary: you pay for the game and then also have to pay for everything inside the game. You can't unlock levels as you go, you have to buy them! And they cost more than the original game!",Value for Money,0.5869227647781372
Ozzie,4/21/2021,"... I like it I really like it alot but after playing a few matches it gets boring and you cant even unlock with maps! you haft to buy them, if you were let's say a 5 year old kid and your parent bought you this game you can only play on one map without asking your parents to waste more money",Value for Money,0.5159684419631958
Mario De La Cruz,1/4/2021,It's a great experience very simple but fun. Only bad thing is it's not a total game. And there are world's to purchase and not for a reasonable price.,Value for Money,0.36421486735343933
