id,date,text
Jordan M,2/12/2021,"I'm 36 and have never plaid Game of Life before and it's so much fun! The graphics are great and fun, and it's easy to navigate. I hope the developer makes more games. I'm loving everything they come up with."
Gary “TheGuru423” Lee,9/11/2020,Not one single complaint!!!! Thank you so much! Although I'm sure everyone will agree when I say this; We'd all be extremely gratuitous and also more inclined to purchase the other various content if you'd give us more than the basics on a new game we purchased!
zuka kog,7/25/2021,"Don't bother with the expansions, as they're just board skins but don't add any new mechanics or even flavor cards! For example, on the fantasy board, I still had the option to go to regular college and be an app developer. Why not let me go to a guild and be a wizard or something. Why have a bowling match instead of archery? Too bad we can't refund IAP's."
Jay Dautel,12/26/2020,idk if I just have the worst luck or what but the game feels really loaded in the ai's favor compared to the first one. Everytime you need the spinner for something it never gives you a chance to win. I have yet to get anything above 3rd place.
Lauryn Harper,7/31/2020,"This was a good game until today. When I tried to open the app, the only thing I see is a brown screen. I have waited for about 15 minutes to see if it's just slow, I have also made more room in my storage to make sure if it needed to update it could. It obviously does not. I have paid money for this game and would like it to work."
James Sweezy,7/15/2020,Fun spin on the game. I do wish I could skip or at least lock in the x5 button when playing against CPU players so i didn't have to spend a tremendous amount of time watching their moves.
Ashleigh Kilburn,8/30/2020,Im giving 2 stars.. 1 for the choices you can make.. i think thats cool. And 2 for the car changing as your family grows .. thsts cool.. but .. there should be a STOP .. get married for after u choose to be single for a while.. and u should still be able to stay single if u want.. why is this game sooo short.. when we paid for it.. this app should have been free.. and finally why isn't there a STOP to buy a house ? I have played this game on my smartphone and im disappointed and bord already ..
Joana Villalobos,1/15/2021,Really fun. I like this game a lot. One of the best features is that you can play with friends using just one phone (pasing it over) or the option to play online with them. Solo play available to. Great game so far.
Krys W,11/9/2020,"Booooooo! I purchased this game for what? This should have been a free game. There's nothing special about this game for it to cost. There's free games with better graphics, better game play, better every thing. But that's my bad for thinking I was going to get more out of this because I paid for it. And to add insult to injury, they provide a generic response to the other reviews about their pricing that never addresses the complaint. Don't waste your money here."
Steven Spears,1/26/2022,The spins are predetermined once you start 1 player will have abnormal high spin average while another would have abnormal low spins. I don't don't like playing rigged games.I don't care if I have the advantage or not it takes the whole fun out of the game.
Ithinkimasofa,3/31/2021,Super fun game. Upgrade to the original. Not sure any of the expansions are worth it as the core board is great. 5 bucks+ for a new board that doesn't bring enough change isn't a good value. But the main game itself is great
Rebecca Havko,11/26/2020,"You're wasting money if you buy this game. Every spin I made was terrible. Every time fate got to decide, I paid taxes. Every challenge against the ai, I lost, and they chose me for every challenge. Every time I got the slightest bit ahead in cash, I landed on taxes. I thought this would be fun and relaxing, but instead I feel angry and cheated. If you want to play life, buy the board game. At least then the computers can't cheat and you have a chance of having fun."
Caleb Perera,8/20/2021,"Multiplayer is better in the original GOL. In this one you can only invite friends and play with AI. In the original, you can invite a friend then search for other random people."
Jordan Hanger,10/15/2023,It's better then the bord game itsself I love this one is way better
iloveheltondog23,11/13/2020,"Not worth it, I knew I would only be able to play one map because I own their first game. However this map is shorter then the first game but seems longer because it is more boring then the map from their first game... don't waste your money you will get bored halfway through the first game"
GR3G J0N0,7/18/2020,"It's an entertaining game, it's not exactly making full use of its potential though. I was hoping the update would have resulted in it being a better educational tool for my teenage boys. It does a good job of making the choices availible fun and provoking some thought... But there's so much more it could do!"
Trent Rabe,7/24/2020,I would rate this higher. But with the lack of clock or timeout for players who take too long. Is unacceptable. When players take over 5 minutes to take their turn. It really makes you not want to come back.
Chelsea Cooper,7/17/2020,"It is a very fun addition to Life, the original game. There are definitely more advances with marriages, colleges, fate, and even owning two homes! Great Job! Now I wish there was a physical board game like this one!"
NATASHA S BATHGATE,8/22/2020,"Brilliant game to play for all ages. Easy to understand the importance of the game. There their's no competition, just great fun. I like the colour and the grafic."
Kayla Rudder,3/28/2022,"I love this game, my old issue I've been having is trying to play with friends we keep getting and invalid code error. I've tried with 5 different people as well as updating the game, wifi and nothing is working so pretty sad."
Emily,7/22/2020,Wonderful game I like how the changed the game and the game is very inclusive allowing purple option opposed the original pink vs blue. Also allow pets or children doesn't force you to have children. Very affordable and enjoyable. I have always enjoyed The Game of Life and will continue to.
Bobbi Sue Shaffer,9/1/2020,"Fine if ur okay only playing a second. What I mean is there are 4 players, u are 1 of 4. So for 3 rounds u r just sitting and waiting to go. U don't even move ur player the steps to the next spot on the board bc 90% of the game is all the ""computer"". When it is ur turn u press one button to ""roll the dice/draw your card"" then the computer give u an option of 2 outcomes. I.e. get married or stay single, get further education and pay raise or get a new job. You don't get to play/participate more"
Daria Lee,10/31/2021,Have to pay for the game and also pay for the other boards in game. I only got low numbers unless I was less than 5 spaces away from a STOP. I played 3 games and was last each time because I never got more than a 5. Happy it was only $1 something but definitely a waste. Don't ask for money to pay for the app if it's not even a good app.
Sebastian Simmons,7/26/2020,Great game. Fun for the family or a good time killer for yourself. Worth the purchase. Would give 5 stars if it was more polished and there was more customizable options including naming the players.
Cori C (Blessedmom89),4/25/2022,It would be nice if the game would freaking would actually work. I bough the game and one of the other map packs and the stupid game never wants to work. Dont purchase if you dont want to waste money. You've been warned.
Really Bad Channel,9/29/2021,"I contacted both google play and this games email to attempt to get my refund and both of them have refused, i sent the request literally 14 minutes after purchasing and getting into the game only to see it was VERY laggy and unplayable because of it. i got out and sent the request only to be denied multiple times."
Courtney Jarmon,10/20/2020,Not bad at all. Just wish you didn't have to pay to change board worlds/backgrounds. I wish there were more worlds that you could open after completing all of the goals in the first worlds.
Lisa Hazell,8/19/2020,The game itself is fine.. But online is awful. There is no timer so I have spent half an hour this morning waiting for someone to take their go and eventually given up. What is the point in playing when you can't finish a game.
Crystal Straub,11/20/2020,Wouldn't have bought had I know that you have to buy more in game options to have any fun with it. People often quit before you can ever finish a game. Don't recommend at all.
Derick Fox,6/7/2023,I love the game of life so i bought this game and I thought you get all the maps and costumes when you buy the game but its seperate maps that cost 12 dollors and costume packs that cost 7 to 8 each and theres at least 8 maps and 8 costume packs so its over 100 dollors or more for the full game dont buy this game its a waste of money and google play store wont refund it because it dosent meet there polices.
Clearly Wise,6/5/2022,Really thought you got more than one board to play on for the price. I get more enjoyment from free games. Don't waste your money on the graphics not worth it!
Jake Gavinlee,2/18/2022,Love the game think it's amazing to play love the themes and things that you can buy the only thing I don't like is when someone leaves the computer carrys on its a bit unfair to play against because they get everything but apart from that 100% would recommend playing me and the wife love it
Saskia Black,5/24/2023,Purchased but couldnt install. The suggestions were to quit and open googleplay again which I did but it didnt work. The next suggestion was to restart my phone but that didnt help either. As a result though theres no option of a refund anymore. So I paid for a game that I cant install. How can I get a refund?
Charles Hobbs,7/3/2022,It's a fun game but you have to spend a lot of money just to play on a different map. If you bought all the maps you be spending at least an extra 40 to 50 dollars. I think that's a little much for a paid app. I will get a refund if I could but I'm stuck with it so I'll play it when I get bored.
B V,12/9/2020,"It would be 5 stars if there wasn't anymore in game purchases. You already have to pay for the app itself... Give those who buy the app everything else free. If the game was free, then in-game purchases would make more sense. It's just dumb."
Kiana Lee,12/16/2021,Really fun game if you buy all the boards. Each board is so unique and an excellent twist on the original board game. All the fun outfits and cars you can unlock. I really love it.
Stephanie Travous,7/29/2023,I was unhappy with it. You have buy too many maps.. or outfits and it just didn't feel like a true game of life to me. I want my money back.
karthikeyan c,9/11/2020,Game crashes quite often especially in x5 speed mode. Graphics looks good. And for eg - if you roll 8 and stop location is reached in 5 spaces then the remaining 3 spaces are not counted.
Jayla Downs,1/13/2022,When I play online with my friends the game glitches and give one player multiple turns. Plus skips everyone else turns. Hopefully you guys can fix this soon other than that I love the game
Loc Nguyen,3/10/2021,It's a fresh take on a classic. I loved this game as a kid and am thrilled and thankful to play this contemporary version with my daughter. Recombining smart phones and tablets with classic and timeless games is a winning combination. Great family game!
Heather Morrison,7/29/2020,"Why do the players not start with the same amount of money? I started one game with $90k, not even enough to go to college without having to take a loan right off the bat, another game someone started with $340k!! Also the crowns should be shared if you have the same number of attributes as another player(s)"
Brittany M,1/30/2022,"I noticed this game will freeze when I fast forward while playing with the computers. When the app and come back, the game is no longer there."
Kaila Watson,1/5/2022,"Really like this game, love playing with family. The only thing I miss is the original Game of Life on the computer, where the funny sayings and cute cartoons things, now that is a version I would buy over and over again!"
DurfTheJuggaloWhoopWhoop,1/20/2023,Great fun gameplay. Love the social aspect. It's nice to communicate with other players. Had an issue but customer service was on top of it. Top notch customer service. Will definitely be checking out other games by Marmalade.
Shaf “Big Moh” Mohammed,3/11/2023,"Enjoyable and brings back memories of the board game. Time has moved on and so has the game so obviously there is a change in the game play. That said, whether you're playing solo or with friends, killing time or having fun, it's still an enjoyable experience"
john wade,7/19/2020,Great game with lovely graphics. However I've just purchased the Fairytale World to play online with my partner. We share the game via our family library but she doesn't have the new board on her screen. Surely she doesn't have to purchase the add on too??
Vanessa Dionisio,2/6/2023,Really sick and tired of this game...one..you literally have to purchase..with cash.. everything other than the original gameboard..two...it constantly glitches!!..I literally got stuck playing a game that only let me spin 1 over and over again...three...how's come I literally have a millisecond to act on my turn...but I need to sit there for 10 mins waiting for other players?..what a gyp!!!!!
Meme Davis,7/26/2022,I enjoy this game and so do my kids it's nothing like having a board game that's mess 🆓 the only thing I don't like about it is the other worlds are a bit much it's as if you're buying the same game but with a different look I'm not sure if it's worth it but the actual game in it's self is fun and nice to play with mostly all ages that can read of course
James Van cliff,5/30/2022,First time playing one of these game and i have to say i love it but the there is prices for other boards and i said how if i buy a game should have the full game but to tell the truth i have actually bought space boards and some other bits like cars and people i see myself buying all of this in small chunks as the environment are nice and each board have mission and i pkayed online such a great game im uping my 4 stars to a 5 stars im hooked to your game play every single day and night.
christopher bozowskyi,11/26/2023,Always love this game since I was little
TheGreat Bambino,11/25/2023,"Trash board is too short, bring back classic life not this pathetic excuse"
Tabitha Skogen,7/24/2023,Very good game just like the game of knife one of my favorite board games of all time and definetly can rate this game a 5 star game
Mach Multiple,7/23/2023,"Store said ""find happiness"", I looked all over and couldnt find it. Depressed."
Gavin Pearson,10/6/2023,Game won't even download. I don't even know what's wrong with the app.
Joe,1/13/2023,Can be kind of slow. Monopoly allows you to change the rules this one does not. Kind of a high price for shallow build. Also very woke which is a significant detractor from the game.
Diana Bell,8/3/2020,Game freezes constantly I have yet to play a round of just vs computer without a total freeze and restart need to pay for any type of upgrade. Not worth it
Devin Benson,9/1/2020,"The graphics are so cute and the gameplay is nice, but the jobs are repetitious. There isn't a lot of choices job wise."
daphne Picklesimer,9/12/2020,It's an okay game could look more realistic other than it being stick people gameplay could be more fun with more ways to win like mini games etc vs it being just straight shot & finished from the start
Josh Osborne,7/1/2023,Great game although it takes a while to complete it's worth it
Hannah Wethern,12/17/2020,My whole family download this and we can't play with each other. We put in the codes but nothing. We got this game to play with everyone but we can't. I also wish thier was ways to open new lands without buying. It be cool if you could win them.
Elsie Burgess,3/8/2023,Paid $3.99 for the game which was fine..my fave from childhood..did all 48 challenges for the classic pack thinking it would open the next world..but NOPE you just run out of challenges..another $4.99 PER additional level..kind of a rip off. Undownloaded..really disappointed..
Whitney Kemp,7/17/2020,"Not worth the price It has so much potential but disappointing graphics, lack of variety and a seemingly very short game board, after 2 games I'm done and want a refund. Such a let down"
Daniel White,3/6/2022,Super fun! Love the different ways to play and the animations are very high quality. Very fun way to kill time with the family!
TheUnnamed Google User,3/22/2021,"I played this for a good hour not too long after installing and I had a lot of fun. I haven't had any problems with it as some of the other reviews mentioned, but I know it's early days yet and that will probably occur in one form or another. Thus far it's very much like the original game, great graphics and a fun time."
Enya (Enya),9/10/2020,"This game constantly freezes.. very boring, limited choices, charges way too much money. I refunded as its to expensive for what it is. Play with bots you hardly play at all."
DoughBender,5/27/2021,"It was good for like 2 games. Then it becomes a boring waste of time. You roll the dice, choose between dull choices, then wait 5 minutes to do it all again. For a game that involves winning, winning a game feels more like a failure. ""Yay I got more points than these sad players."" And it you might not even be playing with real players. You play with bots(it s easy to know because the name is (adjective)(random name)(numbers). Waste of money. 1/10 A refund would be nice."
Kelsey Longabaugh,8/26/2020,Save your money. Have to purchase 2nd world for 5$ despite completing all side tasks. Redundant game play. I dont mind spending a bit of money on a fun game but I cant see how it would be worth it here.
David,7/19/2020,"This game is a giant improvement from the first, I wish however there was more of a variety to which careers you could choose, and the salaries. Also, maybe add RNG to the layout of the board."
Amanda Chin,11/9/2021,"Game freezes and/or lags here and there on occasion. It's very annoying and frustrating. Other than that, it's also very challenging to win games."
Veritas,10/3/2021,"Excellent game, only taking off 1 star for the fact everything is a micro transaction except the basic board and a few outfits. Little disappointing but otherwise the game is very fun."
MVX 11V,9/20/2020,"Just like real life... Everyone else has busy turns, making the green for what seems like no reason and I get a 2 and pay taxes. Uncanny. I finish last and end up winning at life, so there's hope yet!"
Taylen Moodley,1/7/2021,"Really great and we'll Optimized, I didn't see any ads ND the graphics are great, the colors really pop and the game is super easy to use and fun to play"
John,8/17/2020,Fun game! Just wish it was longer. Game of Life board games are known to take around 30 mins. I know a mobile game should be quick but a couple more spaces would have been nice to feel like a full game. Goes too quickly for me.
Brandon Tobin,5/16/2021,Paid dlc are you serious? 60 dollars? A couple board themes don't pass when asking that much. 10 dollars per dlc pack for a few cosmetic items on a digital board game. They're diluted. 2-5 dollars a pack =12-30 dollars for all dlc. More reasonable. Games trash for being cash grab like that.
Jan Itor,5/31/2022,One tiny board so small that if you blink you'll miss it is all you get with purchase. Rest of the game is locked away behind $30-60 of additional purchases.
Whitney Simmons,9/16/2020,"This is a really cool game. My favorite part about it, is that it has a ""pass and play"" option, where I can play with my siblings. My only complaint, is that you can't name/rename characters. So my siblings are just 2, 3, and 4, when we play."
Samantha,7/15/2020,Very well done.. engaging and different.. One thing I do enjoy is all of the options you have during the game. Graphics are very well done as well.
kristal bridges,4/22/2023,I love the game!! I have road trip and Life 2!! I would like to know if the other worlds open once you've completed all the puzzle pieces in one world!? I hope I don't have to buy them!
Shawna Hampeys,6/21/2022,"Love playing this game. Paid for the VIP and was expecting a new board in June. Have yet to see it as of June 18th. Hopefully it will show up. Running out of collectibles to get, which is the best part of the game. Thanks for the reply."
Crystal B,7/15/2020,Its a very good game I love the options it gives but I do have some suggestions Putting a spin button for easier spinning When pushing the fast forward for other players keep it on until tuened off Able to change name
Kristianna Rodgers,10/15/2021,This is not really the game of life more like the game of greed. Getting married and having kids or pets is for fun and useless. It's all about money and buying houses. You should have it like the actual game. Where kids cost so much and pets half.
Tori Lynne,3/21/2021,I LOVE the original and I love this one! The extra options are so cool and open minded. It's a really fun game and I will keep playing both 😍 I've had the original app since 2012 and just realized this version existed. I'm so happy with it so far!
Michael Sooy,6/30/2022,"Great game however, There is a few bugs like it freezing when your online. I think you should be able to get a pet and a kid but overall great game."
Cassie Dean,5/27/2021,"Love the game, although it is a bit long winded and my games keep crashing right at the end when the scores come through which is really frustrating!"
Brandon Botner,7/16/2020,"I have only played one game so far. It is beyond Beautiful. I love all the add ons and things you can do. So excited to see all the new maps they make. If they bring this game to Steam on the PC, I will be most happy and get the game for a few friends to all play together. I have high hope for this."
shawn kim,7/11/2021,It's very SLOW and Freeze A LOTS in middle of the Game. I have to restart a Whole LOT. And lost ALL my Accomplishments and my Purchase stages. I don't know if I can get my REFUNDS or NOT. This Game is Not WORTH Your money and Times. .
Christina Nunn,3/22/2022,"I love the actual game, but it quits in the middle of a game and makes me start over where I left off... this happens several times per game (2-7 times!)!!!!!!!!!!"
Blake Paterson,7/19/2020,"You would think paying $6 for a fantasy board would mean everything was fantasy, none of the action cards are changed and the college and wedding scenes aren't different. It's a shame, and I think you all should avoid buying it. It's disgraceful that Hasbro wouldn't take the time to fully change a $6 board. Lazy thieves."
Joe Overbey,10/4/2021,"Another new and updated review, over a year later: went to play the game with my wife except the online options for me are all greyed out. Can't click on them or anything. So disappointed to have spent money to be not allowed to play."
Jim Dudley,3/25/2021,Love the game. Had an account problem which re-installing didn't fix. Contacted Marmalade support. They responded quickly and fixed the issue. Great service for a great product!
Austin Bladel,9/19/2021,My wife and I use this to pass time in many ways. We get a kick out of playing the traditional life games anywhere we are. We have waited in long lines and played this game because it's so easy to use and fun. There's so many choices to pick from. I don't normally write reviews but when this one popped up asking me to write one I decided it was worth it. You definitely won't be bored with this game
Angela Lang,10/6/2021,I think this game is double fudge store because me and my granddaughter every single Disney playlist day in the car because it's really fun to play and I think it makes us spend more time together so this is why it doesn't fire strong on and also I get to play all the weather book and so my family so he's gone so like it's really good
Jessica Nottingham,11/21/2020,"It was okay. For $3.99, I expected there to be a lot more things you can do. I was disappointed that the other boards in the game were another $3.99 each. Also, game kept freezing pretty bad."
Falling Starz,11/6/2021,"Love all the different board game options, also the different play options, i like that i can play with different users besides bots and the character outfits are pretty cheap."
SaraRae Webb,9/16/2020,The only thing that would make this better is to be able to invite friends to a room and also be able to add bots or random online players. You can do any of the 3 but not at the same time.
Lindsey Brodie,7/11/2021,"Game is ok. Purchased season pass thinking that if I host the game all members in it would see the new maps I selected, but this was not the case. Therefore wouldn't recommend buying the extra maps, not worth the money."
Reid F,2/1/2022,"Game is remarkably glitchy when in the 5X speed mode, extra maps shouldn't be behind the pay wall. Maps, collectibles, etc. should be your incentive to keep playing."
pit fiddelaers,2/6/2022,"I'm in the middle of a game with friends and the app just crashes. no way possible to join the game again.. the game overall is underdeveloped, and not worth the money in this state unfortunately"
Kevin Dlst,8/11/2020,"i thought i bought a full game, there's more 'Worlds' or simply maps to unlock; the only way to unlock is to buy again. not to mention there's this Seasonal Pass which is like what the heck i just bought for? for more buys? your trailers not telling me that there's still more buys inside the game, all i know i just bought a game and it's not full. what a shame, i wanna refund"
Mason Bull,12/21/2022,"Fun game to play when feeling board on a long drive, train, airplane etc. However, the game may be annoying depending on how big your screen Is."
Emma turbo,11/20/2020,I wish there was a longer game option like a lot longer. Like for 4 bucks it seems like way overpriced like it almost seems like a trial version like the short version you don't have to pay for. I'm okay that there is in game purchases put like this game was way too short.
Terrence Huebner,5/7/2022,"My kid payed $3 dollars for this game to play with his friends but the ""online"" and ""play with friends"" option is greyed out. Emailing the developers bounces back an email saying that the ""contact us"" email doesn't exist....... So far, very disappointed. No stars"
DrunkPauloCosta,9/28/2021,Screw everyone who gave this a good review. Its literally basic and shorter than the other one and instead of making longer versions of the game for 2 players ect its just basically game of life but somehow less fun than number 1. Like what the hell how this got to be an official squel upsets me and i wasted 7 bucks.
Josh Harwood,3/28/2021,"Summary: you pay for the game and then also have to pay for everything inside the game. You can't unlock levels as you go, you have to buy them! And they cost more than the original game!"
Ozzie,4/21/2021,"... I like it I really like it alot but after playing a few matches it gets boring and you cant even unlock with maps! you haft to buy them, if you were let's say a 5 year old kid and your parent bought you this game you can only play on one map without asking your parents to waste more money"
Mario De La Cruz,1/4/2021,It's a great experience very simple but fun. Only bad thing is it's not a total game. And there are world's to purchase and not for a reasonable price.
Felix Koh,12/22/2022,"This game logic is not so real but it definitely cured my bored now this game is my favorite game but the only thing I don't like is I already bought the game but in the game u need to buy more like map, outfits, cars, but good game if you are seeing this comment definitely try this games"
Grampy Roma,6/25/2021,I was excited to play this game online but once I pressed search I waited a long long while and it still didn't find anyone for me to play with. You also only get 1 map. In app purchases for the rest of the maps.
Tracy Gibson,10/13/2022,"Best game ever! It works so well, it's never glitched for me AT ALL!!! it works so smoothly and I play for hours! I'm not very good at the game but it somehow managed to still be so fun! Best money I have ever spent. BUY ITTTTTT!!!!"
Daniel Shafer,7/18/2020,"Game is fun with family multi-player and thankfully supports family library but 5.99 for the other board, for my entire family that's 18 dollars for all 3 of us. Really disappointed the company got greedy. You'd get more people buying cheaper boards than this high price which probably won't make as much money."
Tony Foster,12/14/2020,"Love this game but am going to say the same as I did for the monopoly game I have as well you pay for both games excepting to be able to progress onto different boards but no £4.99 please you do make me laugh at least make it so that some boards are free, oh no we can't do that. JOKE springs to mind"
P. Neato,8/19/2022,"I love this game, but it's telling me to update before I can join my daughter's lobby game, I type in the code and it says I must update to the latest version of this game, but there's NO update button anywhere in the app or play store... So we are completely stumped & now we can't play together😩"
shelley Dalton,9/4/2020,"I dropped my rating from 4 stars to 2 stars for freezing in middle of game play problem.This game is fun and I play every chance I get but it keeps freezing up and I have to get completely out of the game,really love this game and as soon as the freezing problem is fixed I will give it 5 stars again"
Dehnck,9/4/2020,"The Game of Life has always been my favorite board game to play with others, this online remaster, having the options of solo, local multiplayer, and online multiplayer, it gives me all-the-more reason to share this love with others!"
CJ Amused,12/2/2020,It's bit boring in single player waiting on the ai turns. It'd be nice to have more interactive options during that time.
Emily Brentley,9/1/2021,"The boards are way too short. I don't know if this is an issue with the classic GOL version, but the games are so short it's infuriating."
c d (Seek890),8/1/2020,"Consistent crashing, comes with one map after you pay for the game and then they expect you to pay the same price for an additional map? Not worth the money."
Josh Veach,2/20/2022,"The game is fun. It's especially fun to play with someone else. I got obsessed for awhile collecting all the portraits and such, but once I got them there wasn't much reason to play solo."
Amy Johnson,12/19/2020,I would rate 5 stars all the way across if the different worlds were shareable like the app itself. It's no fun to only have one person see the new world. I downloaded Frozen Lands so we could all play it.
Heru Khuti,12/1/2020,"Coming up as a kid this was one of my favorite board games, use to play it on the board, my playstation or computer it did'nt matter lol,so it's always good to tap back in bringing back the good ole memories lol I always loved this game."
pshelbs23,2/3/2021,Worked perfectly at first. After a couple of games the app kept bugging and freezing mid game after someone's turn. Absolutely broken.
Cra2yOne,7/25/2020,I like this game but my girl is on the family share and she decided to get the season pass thinking if we bought the app and shared why not the season pass also...nope so we would have to pay 30 dollars for each account to play new stuff. Fix to share with family plz
Anthony Felix,11/2/2020,"Fun, short game thats perfect for mobile with plenty of customization. As a bonus the devs are great at responding to issues and very helpful."
Samantha Bilancetti,8/26/2020,One of the best board games on the market extremely fun love playing with my family great job to everyone that put their time and effort in making this amazing board game. I really hope there are more maps in the future because this game has the potential to be the greatest board game ever.
David Higgs,11/1/2020,"Great game, I love playing it. The controls are easy, the gane runs really smooth. I think its a great 2nd game of life."
Tony Mackin (Mackin1219),7/31/2020,"They charge you more than the first game of life just to give you like 4 different t action cards. Not many options at all. Then the only different variant, you have to pay more money for."
Christopher Petitto,1/9/2021,Absolutely love it. Definitely like playing solo or with others. Definitely should make more worlds and have others being cheaper. Need improved but worth it a bit.
Carrie Culbertson,4/4/2022,"We love this game! Its colorful, fast paced, competitive and not a long game. We had to kill 20 minutes waiting to get into a restaurant, and it flew by while playing Life!"
Mienshao620,12/19/2020,"Disgusting taking my money and unable to play the game. I am connected to the wifi, it says I have none. I only got to play one single player game and now won't load another single player game are you serious??? Like how am I suppose to play a game I paid for I thought it would be better because I spent money in fact it's worse. I want a refund"
Zoe,2/24/2022,"This cannot possibly be considered a game. There is nothing here. Playing one game, you see every card and every option. I thought this would be a nice relaxing way to play a board game before bed with my partner. I can't believe we wasted money on this."
Shian Boatwright,1/24/2021,Its okay on some places. So u have to buy every world. 3.99 each 3 of them buy all the avatars and caracters and cars buy all 3 bundles 3.99 each only includes 3 characters 1 avatars 1 car u have to buy 1 for each world so another 3.99 3 times so thats already 3.99 7 times bc 1 for the game and the others to unlock everything can i pease get the 3.99 3 times back i wish i could unbuy all 3 worlds i bought and a refund for the game as well.. Very disapointed. Refund for worlds and game please...
Dani,7/4/2021,"My family and I loved this game prior to the 6/21 update, and as far as I know at this point my Samsung Note 9 is the only Samsung in the house having issues, but it will no longer open the game. Have tried reinstalling, all the google suggestion and more to no avail. Any suggestions from the app maker because OTHERWISE im changing my 5 STARS TO A 1 STAR RATING."
Bridget P,12/10/2021,I'd definitely like it alot more if I didn't have to buy everything 🙃 you should be able to collect points to unlock the boards instead of paying for them.
DeAnne Mae,1/1/2021,The cost is for one board. You have to pay for different boards. And its kinda buggy. It lags a little. Just not what i expected from a $5 game
Thomas Gagne,4/2/2022,"Same board game I love, but on the go. Has buyable game boards to change the game entirely. Has play and pass. So you can play with family and friends on one device."
Trisha,7/11/2022,Fun game but being that it was a purchased game there should be multiple boards you can choose from not charge additionally to try a new one . Kind of makes the game slightly less fun
Tara Jacek,11/29/2020,"Fun but too glitchy. For a game you have to pay for, it's really annoying when you don't even get credit for playing because the game freezes."
Fritzy-Kitty 1,10/28/2022,"Game is very well thought out. I usually play with the sound muted but I love the music, and sound effects. Graphics are adorable."
ChickenBoy78,7/22/2020,Amazing app. You can tell that a lot of time went into it. My only problem is that sometimes it lags but that is to be expected from a high quality game like this. I hope the developers keep making amazing games like this.
Melissa Childress,7/7/2022,I don't think that it's fair to charge for the base game and not include the extras. It's a pretty expensive game once you've added in the other themes
Toki Totoro,9/18/2020,please fix the glitches. i have to reset the game sometimes. great game but a little short. needs an expansion.
Mark A (dancingdodo27),9/15/2020,They've removed the mini games which is partly why I loved the first one. And now They've added too many different features which kinda dilutes the content. The original is far better
kyle,7/6/2022,"Total cash grab. One small board to play on, everything else is pay to play. They are basically selling what would normally be the free version of most games."
Bryn pls,7/31/2020,how about adding the ability to add bots to a game? it makes it a little silly when there are three trophies to get when 2 players are fighting for 3 trophies. that are worth 400 points
joy daron,8/11/2020,"Cute, simple and perky... Not too expensive, but tempting to buy some things. Not sure yet what can be earned and what must be purchased. Time will tell."
Lady Noodlegoo,8/5/2020,"Sucked, why is there no time limit on waiting for other players. Just silly that none gets to play cause you have to continue to wait. I wanted to see how long it would take after 15mins I quit. Really would like a refund on my purchase."
Darlok Williams,7/21/2020,Very slow gameplay and several other issues. It's like Netflix made this adaptation of the classic board game.
Eric Snare,8/8/2020,"I went to play the game, paid for it, loades it, then I go to start it and it automatically kicks me out before any screen for the game comes on. Please look into this"
Ryu Chan,9/25/2021,"I recommend not to buy anything inside this game because every items you buy in this game will not be transferred into new device you switched, account is not binded to anything (Google play service,Facebook,Line) and this game don't save all your progress if you restart phone or anything"
Karnell,1/4/2023,"Very different game as always. I loved this game as a kid and teenager. Would like to see better animation, it's still 2D-ish at times. I hope I'm making sense."
Hilary Harris,10/23/2020,I love the game and can't wait to see future worlds. However when playing the puzzle pieces for expanding your family are not activating no matter how many kids or pets i have.
Ipendeep Singh,7/17/2020,It's a fun game that brings back the nostalgia of playing on an actual board. If theres one thing that could be added it would be a Turn Timer.
Fallen Destroyed,4/15/2022,There should be a way I can link with my nintendo account. Or make it so you can sign in multple accounts on nintendo switch. I bought this game on mobile so my wife and I can play together while being able to earn my own unlocks just to find that I have no access to the bundles I purchased on another platform
Annamaria Saska,7/15/2020,The games is fun and intetactive but 2 out of 3 times the game got stuck on one of the choices and that was the end of it. Very dissapointing
Em Ray,2/21/2022,Its fine. Not worth the 5$. Each expansion is 5$ also. Nothing makes this different or better than other version. (I do enjoy that it goes beyond the gender binary however).
Kirsten James,8/12/2020,"Good game, I wish the board was a little longer and also, there is no way to be able to pay back your loan. Everytime I try, it doesnt work and the jint thing doesnt tell you how. I tried clicking on the loan and nothing happens."
Sean Spofford,9/14/2020,My daughter and I love the game. We purchased the season pass. We have just two questions. Is the season pass for life and when can we expect more world's? Thanks
Uasakura,11/4/2021,"Its an okay game, I wanted to play with real people, but i highly doubt the online mode are real people, they all seems like bot to me. Their name appears to be fake, and their reaction time are instant just like ai, tried online about 4 times, they spin and make decisions without even a second of reading...."
Sage Stringos,1/2/2023,It would be five stars but I'm disappointed that you don't receive points for having children and animals and how many action cards you get. The first game is better because of that. You should add those features.
Cheryl L,8/19/2020,Very boring game as it's pretty much the same outcome no matter which option you choose so there's nothing special about this game! I totally regret ever paying for this one as it definitely was not worth it!
Dory Zaouk,10/4/2020,Fun game with an improvement to the old classic. And an option to fast forward players' moves. I really enjoyed it.
